"Sheet","Context","Crop_Category","Crop_Group","Crop","Nutrient","Nutrient_Normalized","Nutrient_Type","Item","Detail","Source_URL"
"Crop nutrient deficiency & correction","nutrient name read from page title","Horticultural Crops","Fruits","Mango","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Application of recommended nitrogenous fertilizers (80 kg N/ha) or foliar application of Urea 2-4% at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Retarded growth premature dropping of older leaves partial die-back from the tip small green younger leaves are borne at the tips of the branches. Some branches show die back. Leaf tip necrosis and premature abscission of leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_phos.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Soil application of single super phosphate or foliar application of ortho phosphoric acid 0.5 %thrice.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_phos.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Potassium","Potassium","Macro","Deficiency symptoms","Darkening of leaves, reduced growth and vigour. Appearance of white, yellow or orange chlorotic spots in older leaves and distributed irregularly over both under and upper leaf surfaces. Necrotic areas develop along the leaf margins. Poor growth of roots. Die back with tip burn with small leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of KCl 2% at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Calcium","Calcium","Macro","Deficiency symptoms","Abnormal growth of young leaves and growing points resembling boron deficiency severe deficiency leads to death of the bud.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Calcium","Calcium","Macro","Correction measure / remedy","Application of gypsum at 50 kg/ha.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Magnesium","Magnesium","Macro","Deficiency symptoms","Reduction in growth premature defoliation yellowish brown chlorosis featured by a green wedge down the central part of the leaf bronzing starting from the edge of the leaf rounded margin between each pair of lateral veins.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Magnesium","Magnesium","Macro","Correction measure / remedy","Soil application of MgSO4 5-10 kg/ha a foliar spray of MgSO4 2% at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Sulphur","Sulphur","Macro","Deficiency symptoms","Symptoms first appear on young leaves with fading of green colour. Growth is stunted. Leaf tip remains green and with severe deficiency the whole leaf turns yellow.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_sul.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Sulphur","Sulphur","Macro","Correction measure / remedy","Soil application of sulphur fertilizertd align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_sul.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Boron","Boron","Micro","Deficiency symptoms","Deficiency is common in high rain fall areas, high temperature, soil acidity and calcareous soils. Fruits become brown in colour. Flesh may become soft and watery which cracks down to the centre.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_bor.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Boron","Boron","Micro","Correction measure / remedy","Application of 5-10 kg Borax / ha a foliar spray of 0.25% Borax at 10 days interval or solubor at 300 gm/ 100litres of water.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_bor.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Copper","Copper","Micro","Deficiency symptoms","Shoots produced on long drooping S-shaped branches of previous growth are weak lose foliage and die back.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_copp.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of Copper oxy chloride 0.2% at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_copp.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Copper","Copper","Micro","Deficiency symptoms","Shoots produced on long drooping S-shaped branches of previous growth are weak lose foliage and die back.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_iro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of Copper oxy chloride 0.2% at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_iro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Manganese","Manganese","Micro","Deficiency symptoms","Deficiency appears on the middle of the plant. Interveinal chlorosis of leaves. Reduced growth leaf symptoms appear very late leaves show a yellowish green background with a fine network of green veins on the upper surface and disappearing after a few weeks mature leaves thicker and blunted. Specks of light grey to grayish brown colour appear under mid deficiency.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_mangan.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Manganese","Manganese","Micro","Correction measure / remedy","Foliar application of MnSO4 0.2% at fortnightly intervals.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_mangan.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Zinc","Zinc","Micro","Deficiency symptoms","Leaf blade thickens leaf shape is distorted leaf margin up or down the tip may curve back interveinal areas leaves are usually smaller thickened leaf blade brittle spaced leaves show a rosette appearance. Some twigs die back flower panicles of trees showing little leaf symptoms are usually small irregular in shape drooping spikes.","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_zin.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Mango","Zinc","Zinc","Micro","Correction measure / remedy","Soil application of ZnSO4 10 kg/ha or foliar spray of ZnSO4 0.5% or nitrozinc at 150 ml /100litres of water.td align=""ri","https://agritech.tnau.ac.in/horticulture/plant_nutri/mango_zin.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Nitrogen deficiency causes slow growth and paler leaves with reduced leaf area and rate of leaf production. Leaf petioles short, thin and compressed.","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_nitrogen.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar spray of urea@2%","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_nitrogen.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Phosphorus","Phosphorus","Macro","Deficiency symptoms","The deficiency of P causes complete cessation of elongation,older leaves becoming increasingly irregularly necrotic, leaf production is reduced, and marginal chlorosis and premature death are caused. P deficiency causes a blue or dark green coloration of leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Soil application of phosphotic fertilizer as per the recommendation","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Potassium","Potassium","Macro","Deficiency symptoms","Deficiency of potassium causes marked reduction in growth, interval profusely smaller, premature yellowing of plant. Purplish brown patches appear at the base of the petioles. Fruits are badly shaped, poorly filled and unsuitable for marketing.","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of KCl@2%","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Magnesium","Magnesium","Macro","Deficiency symptoms","Magnesium deficiency symptoms show green banding around the margin and next to the midrib. Leaves turn yellowish with brown goods on the leaf margin. Plant height reduced marginal yellowing of leaf margin extends towards the midrib. Purplish mottling of leaf petiole and malformation of leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Magnesium","Magnesium","Macro","Correction measure / remedy","Foliar spray of MgSO4@1-2%","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Sulphur","Sulphur","Macro","Deficiency symptoms","Deficiency causes chlorosis and delaying of green colour in newly emerging leaves,reduced plant growth and reduced leaf size. The leaf blades become very soft and tear easily.","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Sulphur","Sulphur","Macro","Correction measure / remedy","Foliar spray of MgSO4@1%","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Boron","Boron","Micro","Deficiency symptoms","Distortion of newer leaves. Ad the growing point dies. Leaves show chlorotic symptom. Bushy appearance of shoot. Leaves show inward cupping with stunted growth.","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Papaya","Boron","Boron","Micro","Correction measure / remedy","Soil application of borax 2-3 g/plant","https://agritech.tnau.ac.in/horticulture/plant_nutri/papaya_boron.html"
